GMV,MV_Tangency,EW,Active,NIFTY50
0.049517744881999004,0.010194667773789634,0.23863901103069152,0.18476614387919343,0.18476614387919343
0.1495014895494342,0.08421229442402622,0.11484820382482974,0.02303327137363631,0.02303327137363631
0.06343459952699271,0.051791274664529485,0.04304683921348906,0.009238519145172264,0.009238519145172264
0.16461447157808728,0.18118121519857766,0.06379364669214005,0.012078261035225024,0.012078261035225024
0.10955831254740112,0.10919766840921397,0.174455270393852,0.13504941176470675,0.13504941176470675
-0.022100300153442665,-0.01971293648697381,0.015969937386071553,0.017338452225971857,0.017338452225971857
-0.0018327046384088996,-0.004268321257440921,-0.031072978713333588,-0.04902600048903738,-0.04902600048903738
0.09017241523633346,0.09849133837947677,0.01366469253578284,-0.03194343261195598,-0.03194343261195598
0.08075869569277194,0.07478376904532613,-0.07316806901779949,-0.12468569607252933,-0.12468569607252933
-0.039626257350300675,-0.03646403633173578,-0.0601841105713683,-0.06452232842765449,-0.06452232842765449
0.052900948736673614,0.061187608449642106,0.20791831408195138,0.16454382284886382,0.16454382284886382
0.07532466817968131,0.07801339578285593,-0.03999072091995215,-0.07011547431333831,-0.07011547431333831
0.02618511445524252,0.02454403576525377,0.0009645556329995753,-0.00386444145560616,-0.00386444145560616
0.07672924185935037,0.07764234987982177,0.05282921618513248,0.030955762453316993,0.030955762453316993
-0.013779303221407413,-0.009628954795844358,-0.04943013805016738,-0.03768776142656294,-0.03768776142656294
0.15681900941561033,0.1594953866982618,0.08902734561979186,0.05339152317181539,0.05339152317181539
0.07029705203673076,0.07424591092643373,-0.054041924819220655,-0.06340077368114738,-0.06340077368114738
0.03937165016351396,0.04238151547219049,0.14816511099454321,0.09915784701759267,0.09915784701759267
0.0021778137283785526,0.0017623590699746838,0.07697140893006149,0.06348350253807133,0.06348350253807133
0.13550769802337848,0.12933353512348345,0.19383759712099247,0.1353107007547505,0.1353107007547505
0.2193020864152555,0.2143592448339411,0.10265900096090763,0.046437228612532744,0.046437228612532744
0.07020159865962472,0.06444397802928248,0.04810738171769158,0.0399131177179588,0.0399131177179588
0.09581071481950554,0.09029800701029012,0.05159353394284172,0.025148804133916514,0.025148804133916514
0.047840807747543845,0.041369402683863576,0.0041555230020222655,-0.014427040395712298,-0.014427040395712298
0.06936967512239933,0.06779341248099358,-0.03676163009456335,-0.050140407480433025,-0.050140407480433025
0.027887669033843654,0.038608564694058156,0.03279350256626046,-0.0003207991042776248,-0.0003207991042776248
0.005130016349697453,0.011579513428675137,-0.012195247588846714,-0.026169247516155236,-0.026169247516155236
0.13344276903795493,0.13767893529671582,0.09919636018659683,0.07099012715806974,0.07099012715806974
0.10202845158216212,0.09864374819633581,0.07304841395369688,0.039021447316823554,0.039021447316823554
-0.07530730933193874,-0.07121263592009419,-0.050489711977072194,-0.04939526079559575,-0.04939526079559575
0.03860513246522923,0.04157172255077857,0.10793069595388194,0.0847565296000401,0.0847565296000401
0.0656583174374541,0.05868268874159366,0.04813252238519783,0.03784166780215248,0.03784166780215248
0.025421654607510114,0.016614290973804513,0.06153014176742144,0.028117089770925308,0.028117089770925308
0.014528956079927546,0.0175997148092486,0.07705677005093725,0.04474082095498866,0.04474082095498866
0.05723179844824977,0.059866260921527026,-0.01951087544007324,-0.0035942529936290324,-0.0035942529936290324
0.1007560475756415,0.0972038245580551,0.04608794294626395,0.06154523072663842,0.06154523072663842
0.0846105986618706,0.0766547264432278,0.11088160281851311,0.09017854642860468,0.09017854642860468
-0.028845688125191837,-0.023475425873754174,-0.0034185327029483403,-0.004912880988431345,-0.004912880988431345
0.10595638792589557,0.09796842386764593,0.04681560940450735,0.07008943572181536,0.07008943572181536
0.04121526253312857,0.046908002789408876,0.03183927190000446,0.025714261134386573,0.025714261134386573
-0.048502382901569496,-0.03788758483598764,-0.07616932578427793,-0.06494272130021095,-0.06494272130021095
-0.015664074540278405,-0.022712169259160864,0.07658612637876883,0.06048220176130403,0.06048220176130403
-0.10301791261980697,-0.11929729460183425,-0.3057595308363603,-0.2934391808323985,-0.2934391808323985
0.1476344487429755,0.287384560032353,0.25553478434683874,0.19823209560640853,0.19823209560640853
0.02234158649474738,0.04043965414598549,0.15554589661138318,0.09177255122741967,0.09177255122741967
0.17208800022519521,0.2753602109856883,0.2723572918039383,0.24309294024031836,0.24309294024031836
-0.0027242464550858436,-0.015298035448776837,0.12382293532565747,0.05070538380388667,0.05070538380388667
0.037204087010236364,0.016972468329851553,0.124760684645711,0.07016684024587017,0.07016684024587017
0.043628841705081634,0.07753823308474206,0.11156940474492028,0.1206405241230164,0.1206405241230164
-0.08281542203093728,-0.09435749152531836,0.0006161327479987655,-0.01499022315055809,-0.01499022315055809
-0.04545579686082524,-0.032688817855941465,0.014322784759816187,0.006378914432078053,0.006378914432078053
0.05517031093976299,0.06895754619654793,-0.09912871723849515,-0.09645142358178638,-0.09645142358178638
-0.0039077775633304945,-0.015532687817680024,0.12766619458767647,0.0832749798007002,0.0832749798007002
0.028559588549113224,0.0237066488412363,0.04287774963682667,0.059139423259732204,0.059139423259732204
