GMV,MV,EW,Active,NIFTY50
0.04857006006811071,0.009106990975279228,0.23863901103069152,-0.182506319246741,0.18476614387919343
0.14960379052735306,0.08429182200080843,0.11484820382482974,-0.08456527666756342,0.02303327137363631
0.06387575774820631,0.05219028235696044,0.04304683921348906,-0.043770795020311004,0.009238519145172264
0.16531615027789437,0.1824141509225068,0.06379364669214005,-0.05848513209420869,0.012078261035225024
0.10983799529494043,0.10954366871220755,0.174455270393852,-0.14168847756418568,0.13504941176470675
-0.022715138877975716,-0.020347984005437914,0.015969937386071553,-0.025976443009850803,0.017338452225971857
-0.0015714009557621367,-0.00404671921095745,-0.031072978713333588,0.023790263151342028,-0.04902600048903738
0.09085120129999247,0.09917809109239628,0.01366469253578284,-0.014825756544756596,-0.03194343261195598
0.08120387471618407,0.07527426788274272,-0.07316806901779949,0.07716648970383111,-0.12468569607252933
-0.04014999255007079,-0.03694852920124203,-0.0601841105713683,0.04979811911478205,-0.06452232842765449
0.16930497084230312,0.1749808413152676,0.20084421962255639,-0.17122826410383551,0.14515710485911404
0.09712232563651946,0.10077888251448774,0.008958113600699535,-0.02303741728344244,-0.0031441493329302794
0.061187115900515954,0.057480577622193385,0.09673282283456297,-0.0903713712544838,0.08039553694898549
0.08305773134045946,0.0845800704754116,0.06758835389459161,-0.06438295201582822,0.035383023863378105
-0.014498632864554217,-0.010251402302376644,-0.04943013805016738,0.042819090150486794,-0.03768776142656294
0.13761370034062104,0.13883838358911627,0.06086922373121295,-0.06672460265350022,0.028094781392156598
0.17817217736205415,0.17763108028490437,0.014322915923293822,-0.016715456959673025,-0.018297901475471057
0.037983776682723125,0.04086469032456086,0.14816511099454321,-0.12907066956396307,0.09915784701759267
0.0022492817109360796,0.0018211148283302503,0.07697140893006149,-0.07019039922422377,0.06348350253807133
0.13472251144480896,0.1285288206603914,0.19383759712099247,-0.15961998461588345,0.1353107007547505
0.2196651629212314,0.21467340543430335,0.10265900096090763,-0.09310856936280065,0.046437228612532744
0.0706495043117048,0.06486325334764143,0.04810738171769158,-0.047288676973038846,0.0399131177179588
0.09690361364804967,0.09143447475519895,0.05159353394284172,-0.05007718126505889,0.025148804133916514
0.04801906545252255,0.04149514968469692,0.0041555230020222655,-0.007579686635658556,-0.014427040395712298
0.07082963482836901,0.06938711366460715,-0.03676163009456335,0.024416198720005555,-0.050140407480433025
0.028169129692125816,0.03884903646798987,0.03279350256626046,-0.0326091837425041,-0.0003207991042776248
0.0053178586661066785,0.011727183176918343,-0.012195247588846714,0.006138253565943774,-0.026169247516155236
0.1336206736975607,0.13795247144994272,0.09919636018659683,-0.08986515233177172,0.07099012715806974
0.10289678928249235,0.09944910167862409,0.07304841395369688,-0.06471464233602386,0.039021447316823554
-0.0749736126525462,-0.0709023322714547,-0.050489711977072194,0.049969142170733116,-0.04939526079559575
0.053544775867508054,0.049862545401142544,0.1337745279011544,-0.11679085209709106,0.12069070829973905
0.06779347782106915,0.06071517282832306,0.04813252238519783,-0.04729409923623629,0.03784166780215248
0.02587731742533217,0.016976330390785277,0.06153014176742144,-0.05970049911146924,0.028117089770925308
0.029279607514427486,0.03269083340499157,0.12079006009261106,-0.09977133849039066,0.07581268005639252
0.04390970754349843,0.04544013183919238,-0.054363980104841,0.04781704239431739,-0.03959850722174296
0.12156668223187306,0.11878505968877406,0.041623723402138824,-0.04781827977352715,0.05938479488219017
0.030774211100618398,0.026029796252407644,0.036988830235966,-0.023169311828913908,0.02017397310136948
-0.03019491135742991,-0.01968236500875964,0.0024688773507015593,-0.006773810296474059,-0.00621200408034428
0.10684547091380248,0.09887550338308682,0.04681560940450735,-0.045611944763685575,0.07008943572181536
0.061139733456923695,0.06701331759788154,0.027843416941121246,-0.02912686358345562,0.014190590077340248
-0.014769381335003606,-0.005335650452103047,-0.028907219516568383,0.014765517985563692,-0.026669267994756884
-0.01667182011350088,-0.024284095616953993,0.07658612637876883,-0.060702585886210914,0.06048220176130403
-0.10307945272056596,-0.11939037048270562,-0.3057595308363603,0.33318211716949375,-0.2934391808323985
0.14662165103297387,0.28647323916176126,0.2555347843468385,-0.21619418127355516,0.19823209560640853
0.021894074982208966,0.04020232524740419,0.15554589661138318,-0.15272825837152293,0.09177255122741967
0.17173351886019494,0.2754174236652247,0.2723572918039383,-0.21250399742288695,0.24309294024031836
-0.0034399861004167365,-0.015660653426150084,0.12382293532565747,-0.09675850896706772,0.05070538380388667
0.03716126139964304,0.017498661412926664,0.12476068464571077,-0.10206780896396472,0.07016684024587017
0.04241184897252093,0.07667759373897098,0.11156940474492028,-0.10688249368133329,0.1206405241230164
-0.08343249252829799,-0.09512083748835032,0.0006161327479987655,0.0011039663055978366,-0.01499022315055809
-0.04572565501468717,-0.03281685765571907,0.014322784759816187,-0.020240365975630614,0.006378914432078053
0.056745295379403426,0.07059535988670018,-0.09912871723849515,0.09383526159341393,-0.09645142358178638
-0.0036862953105082363,-0.015521238717484676,0.12766619458767647,-0.11793937685659517,0.0832749798007002
0.027560134618962007,0.022585022737505955,0.04287774963682667,-0.0440454035089719,0.059139423259732204
